beta,sample,sim,high_cheese_mean,high_cheese_sd,low_cheese_mean,low_cheese_sd,p
0.15,70,34,0.84,0.23,0.66,0.2,0.0011633419061677
0.15,70,35,0.82,0.24,0.64,0.18,0.00148902760538593
0.15,70,36,0.8,0.16,0.7,0.2,0.0157987832235632
0.15,70,37,0.8,0.17,0.67,0.22,0.0172140374123011
0.15,70,38,0.77,0.21,0.67,0.21,0.0377729313120847
0.15,70,39,0.83,0.18,0.66,0.2,0.00157124431938166
0.15,70,40,0.78,0.22,0.66,0.22,0.0155458154758621
0.15,70,41,0.77,0.23,0.65,0.26,0.0479097216038015
0.15,70,42,0.8,0.18,0.66,0.15,0.00106103431268164
0.15,70,43,0.84,0.25,0.62,0.19,0.000232545572704818
0.15,70,44,0.77,0.2,0.67,0.2,0.0483919282246914
0.15,70,45,0.75,0.2,0.66,0.21,0.0863608247386833
0.15,70,46,0.83,0.22,0.7,0.21,0.0177370579149115
0.15,70,47,0.81,0.18,0.61,0.2,0.000101976044612959
0.15,70,48,0.84,0.22,0.66,0.2,0.000842579390082819
0.15,70,49,0.83,0.2,0.64,0.18,0.000348076720653655
0.15,70,50,0.86,0.18,0.68,0.2,0.000138077120124265
0.15,70,51,0.78,0.19,0.6,0.19,0.00037195264493616
0.15,70,52,0.79,0.2,0.67,0.23,0.0219384730863997
0.15,70,53,0.77,0.19,0.6,0.19,0.000662585283670488
0.15,70,54,0.82,0.22,0.61,0.2,7.80623654564314e-05
0.15,70,55,0.77,0.18,0.67,0.22,0.0559709945944645
0.15,70,56,0.77,0.16,0.71,0.21,0.259852794438243
0.15,70,57,0.79,0.22,0.75,0.18,0.467857470626267
0.15,70,58,0.81,0.24,0.64,0.2,0.00451090521466084
0.15,70,59,0.83,0.22,0.66,0.21,0.00151932211700252
0.15,70,60,0.74,0.2,0.68,0.2,0.238364150913186
0.15,70,61,0.84,0.26,0.6,0.16,0.000901852298884016
0.15,70,62,0.84,0.19,0.59,0.24,1.00470387059914e-05
0.15,70,63,0.71,0.21,0.7,0.19,0.744725390016353
0.15,70,64,0.73,0.21,0.61,0.2,0.0387521006300714
0.15,70,65,0.82,0.19,0.68,0.2,0.00441719320347705
0.15,70,66,0.75,0.2,0.66,0.2,0.123342355197337
0.15,70,67,0.8,0.2,0.65,0.17,0.00247801135000734
0.15,70,68,0.79,0.2,0.61,0.21,0.00164791970039644
0.15,70,69,0.82,0.16,0.68,0.21,0.00196283820989491
0.15,70,70,0.78,0.23,0.64,0.18,0.00918572562056626
0.15,70,71,0.8,0.16,0.65,0.2,0.000770296197955462
0.15,70,72,0.82,0.25,0.66,0.18,0.0275749377187496
0.15,70,73,0.83,0.18,0.67,0.21,0.00149925392378585
0.15,70,74,0.85,0.24,0.69,0.18,0.00542149035119218
0.15,70,75,0.8,0.22,0.64,0.19,0.00514777161426588
0.15,70,76,0.83,0.16,0.63,0.19,1.92820574858438e-05
0.15,70,77,0.82,0.22,0.66,0.22,0.0029969723304956
0.15,70,78,0.74,0.22,0.64,0.21,0.0590286290097933
0.15,70,79,0.77,0.22,0.6,0.22,0.00218571987435543
0.15,70,80,0.77,0.16,0.63,0.21,0.00157763604017808
0.15,70,81,0.81,0.19,0.67,0.2,0.00527402588951617
0.15,70,82,0.76,0.23,0.6,0.2,0.00573167977502028
0.15,70,83,0.84,0.19,0.6,0.18,4.12980450208562e-06
0.15,70,84,0.79,0.24,0.64,0.19,0.01995207616536
0.15,70,85,0.77,0.22,0.62,0.22,0.00727673521303724
0.15,70,86,0.77,0.22,0.57,0.22,0.000311554859585813
0.15,70,87,0.9,0.21,0.66,0.22,2.84069772757199e-05
0.15,70,88,0.78,0.23,0.69,0.19,0.0736125518919247
0.15,70,89,0.77,0.16,0.67,0.24,0.0533303561870285
0.15,70,90,0.85,0.27,0.59,0.21,0.000302107567031115
0.15,70,91,0.77,0.18,0.68,0.19,0.0457430630516873
0.15,70,92,0.71,0.26,0.65,0.2,0.347185795326405
0.15,70,93,0.73,0.18,0.61,0.2,0.00939636902773058
0.15,70,94,0.74,0.22,0.63,0.22,0.053851822409352
0.15,70,95,0.86,0.19,0.62,0.15,8.26783108996158e-08
0.15,70,96,0.77,0.23,0.66,0.23,0.0515094347692853
0.15,70,97,0.81,0.23,0.69,0.24,0.0383268558720095
0.15,70,98,0.81,0.2,0.62,0.2,0.000521239520769135
0.15,70,99,0.82,0.22,0.65,0.17,0.00127235977365679
0.15,70,100,0.81,0.15,0.65,0.19,0.000236203655192709
0.15,80,1,0.77,0.25,0.69,0.21,0.189451994184975
0.15,80,2,0.79,0.23,0.69,0.18,0.038550860257258
0.15,80,3,0.83,0.19,0.63,0.21,2.10728002097372e-05
0.15,80,4,0.81,0.18,0.66,0.24,0.00192656051211678
0.15,80,5,0.82,0.19,0.58,0.22,1.50417175091811e-06
0.15,80,6,0.81,0.22,0.6,0.22,7.24619872811652e-05
0.15,80,7,0.77,0.19,0.62,0.18,0.000481447359016678
0.15,80,8,0.77,0.19,0.61,0.17,0.000470644698813069
0.15,80,9,0.79,0.19,0.66,0.17,0.00177277952151101
0.15,80,10,0.82,0.26,0.6,0.21,0.000128753679053539
0.15,80,11,0.79,0.2,0.62,0.18,0.000130842162992043
0.15,80,12,0.81,0.19,0.64,0.21,0.000257404956889767
0.15,80,13,0.85,0.24,0.65,0.19,0.000736851456067091
0.15,80,14,0.78,0.17,0.64,0.18,0.000779794794557619
0.15,80,15,0.77,0.22,0.67,0.2,0.0401465048846159
0.15,80,16,0.79,0.17,0.69,0.2,0.00977068956505709
0.15,80,17,0.71,0.2,0.67,0.22,0.422812086035938
0.15,80,18,0.79,0.2,0.68,0.19,0.0140394277222961
0.15,80,19,0.73,0.2,0.73,0.17,0.953808763512792
0.15,80,20,0.8,0.18,0.6,0.23,4.66828068825194e-05
0.15,80,21,0.8,0.19,0.69,0.18,0.0134968109012862
0.15,80,22,0.83,0.18,0.63,0.17,9.8731880961988e-07
0.15,80,23,0.77,0.17,0.66,0.18,0.00749622654250738
0.15,80,24,0.8,0.14,0.64,0.17,7.61929246716383e-05
0.15,80,25,0.77,0.21,0.64,0.19,0.0130773668905368
0.15,80,26,0.77,0.21,0.71,0.19,0.162060053368067
0.15,80,27,0.84,0.22,0.64,0.21,8.59379588477824e-05
0.15,80,28,0.74,0.22,0.63,0.17,0.0240735356219362
0.15,80,29,0.78,0.19,0.61,0.17,0.000355717533257092
0.15,80,30,0.84,0.16,0.68,0.18,6.59264110394177e-05
0.15,80,31,0.85,0.2,0.63,0.18,1.13499538175403e-05
0.15,80,32,0.82,0.19,0.66,0.18,0.000814680175640055
0.15,80,33,0.85,0.22,0.65,0.21,0.000112712967494422
0.15,80,34,0.79,0.18,0.65,0.21,0.00111920657150388
0.15,80,35,0.78,0.2,0.66,0.18,0.00584994665337406
0.15,80,36,0.78,0.18,0.64,0.22,0.00301572238151041
0.15,80,37,0.82,0.21,0.67,0.2,0.00147407531925251
0.15,80,38,0.83,0.25,0.68,0.25,0.0112337429831371
0.15,80,39,0.75,0.16,0.65,0.22,0.0282430274270677
0.15,80,40,0.8,0.2,0.69,0.2,0.0149169607476321
0.15,80,41,0.8,0.22,0.64,0.22,0.000997851342735822
0.15,80,42,0.83,0.24,0.59,0.19,5.39211013055895e-05
0.15,80,43,0.81,0.2,0.65,0.23,0.0010431847371335
0.15,80,44,0.76,0.21,0.69,0.21,0.113958882341491
0.15,80,45,0.86,0.22,0.64,0.2,1.06690069557854e-05
0.15,80,46,0.87,0.17,0.62,0.19,1.41170769856835e-07
0.15,80,47,0.85,0.19,0.65,0.22,8.70623750110299e-05
0.15,80,48,0.84,0.22,0.67,0.2,0.000932202595816115
0.15,80,49,0.76,0.17,0.67,0.2,0.0268257705274023
0.15,80,50,0.83,0.19,0.65,0.21,9.94036051582612e-05
0.15,80,51,0.73,0.17,0.64,0.18,0.0252059301155345
0.15,80,52,0.82,0.18,0.65,0.2,0.000349678680110646
0.15,80,53,0.79,0.22,0.63,0.21,0.00138963696147727
0.15,80,54,0.83,0.21,0.62,0.19,1.81628562905944e-05
0.15,80,55,0.77,0.19,0.63,0.22,0.00217358314864939
0.15,80,56,0.8,0.25,0.57,0.17,1.38968534460239e-05
0.15,80,57,0.77,0.18,0.62,0.21,0.00122232969401059
0.15,80,58,0.84,0.19,0.69,0.2,0.0017389576898698
0.15,80,59,0.81,0.17,0.64,0.21,0.000194472476482682
0.15,80,60,0.74,0.25,0.65,0.2,0.157473416869623
0.15,80,61,0.81,0.23,0.67,0.21,0.00676824721122155
0.15,80,62,0.84,0.22,0.61,0.2,2.62412640978607e-05
0.15,80,63,0.85,0.19,0.63,0.18,1.4395700473344e-06
0.15,80,64,0.81,0.23,0.66,0.22,0.0125386923100269
0.15,80,65,0.83,0.21,0.62,0.21,5.97435752639723e-05
0.15,80,66,0.8,0.19,0.65,0.19,0.000883211732688592
0.15,80,67,0.76,0.21,0.69,0.18,0.129348083445456
0.15,80,68,0.84,0.16,0.67,0.21,8.62756779681773e-05
0.15,80,69,0.83,0.18,0.65,0.19,5.70169216960114e-05
0.15,80,70,0.76,0.23,0.68,0.2,0.133138293165308
0.15,80,71,0.84,0.2,0.66,0.2,0.00022061678609727
0.15,80,72,0.79,0.18,0.62,0.23,0.000876454931721402
0.15,80,73,0.85,0.19,0.6,0.22,5.04828636095626e-07
0.15,80,74,0.81,0.21,0.63,0.18,0.00038593169589984
0.15,80,75,0.79,0.21,0.67,0.22,0.012713005358166
0.15,80,76,0.76,0.21,0.64,0.21,0.0104882170987359
0.15,80,77,0.81,0.16,0.7,0.21,0.0117571248334921
0.15,80,78,0.77,0.21,0.66,0.19,0.0222592354119562
0.15,80,79,0.78,0.22,0.66,0.19,0.0243790921175611
0.15,80,80,0.81,0.17,0.59,0.17,4.84139522375545e-07
0.15,80,81,0.84,0.19,0.69,0.18,0.000458341603477882
0.15,80,82,0.78,0.2,0.65,0.21,0.00894280649359337
0.15,80,83,0.75,0.21,0.66,0.21,0.0664167088092618
0.15,80,84,0.76,0.19,0.7,0.22,0.222787104335025
0.15,80,85,0.84,0.21,0.69,0.19,0.00337221202580328
0.15,80,86,0.81,0.17,0.63,0.21,0.000134945732907246
0.15,80,87,0.76,0.2,0.64,0.19,0.00687939728567862
0.15,80,88,0.81,0.22,0.65,0.19,0.00117246776112093
0.15,80,89,0.86,0.18,0.57,0.2,3.06036986882628e-09
0.15,80,90,0.82,0.19,0.62,0.18,2.42292405059573e-05
0.15,80,91,0.78,0.22,0.65,0.21,0.0111670003185149
0.15,80,92,0.82,0.19,0.69,0.21,0.00702389614528183
0.15,80,93,0.86,0.21,0.65,0.22,5.49519050688165e-05
0.15,80,94,0.83,0.2,0.65,0.22,0.000137131049472848
0.15,80,95,0.77,0.23,0.62,0.18,0.00337292772231135
0.15,80,96,0.8,0.19,0.68,0.18,0.00463490222108873
0.15,80,97,0.72,0.17,0.7,0.18,0.604729232901709
0.15,80,98,0.75,0.17,0.65,0.2,0.0143461709594562
0.15,80,99,0.84,0.19,0.69,0.21,0.00113841467732516
0.15,80,100,0.83,0.17,0.61,0.2,1.58597806824092e-06
0.15,90,1,0.71,0.19,0.64,0.22,0.125804087403965
0.15,90,2,0.77,0.18,0.63,0.19,0.000680770764250451
0.15,90,3,0.77,0.2,0.62,0.19,0.000928330957097973
0.15,90,4,0.82,0.2,0.64,0.24,0.000184330867158059
0.15,90,5,0.77,0.22,0.67,0.21,0.032414342666879
0.15,90,6,0.81,0.21,0.65,0.16,0.000185654408699007
0.15,90,7,0.79,0.17,0.67,0.21,0.00356227149851043
0.15,90,8,0.78,0.2,0.63,0.21,0.00114765171358137
0.15,90,9,0.85,0.19,0.63,0.19,4.2002208800296e-06
0.15,90,10,0.83,0.23,0.7,0.18,0.00533176469531856
0.15,90,11,0.82,0.22,0.64,0.21,0.000267464895681307
0.15,90,12,0.81,0.18,0.64,0.17,6.16128478666038e-05
0.15,90,13,0.77,0.21,0.62,0.17,0.00144997689971804
0.15,90,14,0.79,0.22,0.66,0.17,0.00332391779778748
0.15,90,15,0.85,0.21,0.67,0.23,0.000263724734845446
0.15,90,16,0.77,0.16,0.66,0.18,0.0016021128007633
0.15,90,17,0.85,0.21,0.68,0.2,0.000523058102606744
0.15,90,18,0.84,0.26,0.64,0.2,0.000654540488219216
0.15,90,19,0.75,0.22,0.64,0.19,0.0261275852579523
0.15,90,20,0.78,0.23,0.68,0.2,0.0534692160493351
0.15,90,21,0.79,0.15,0.67,0.17,0.00144092251928596
0.15,90,22,0.79,0.2,0.66,0.2,0.00318265010622141
0.15,90,23,0.77,0.24,0.63,0.2,0.0141968424984194
0.15,90,24,0.77,0.21,0.67,0.2,0.0242044959727768
0.15,90,25,0.77,0.19,0.65,0.22,0.0058606920593505
0.15,90,26,0.76,0.21,0.71,0.17,0.325234963411085
0.15,90,27,0.79,0.19,0.65,0.23,0.00374750522642815
0.15,90,28,0.84,0.18,0.64,0.2,2.98325189736975e-06
0.15,90,29,0.81,0.22,0.64,0.24,0.00048089335902525
0.15,90,30,0.81,0.2,0.63,0.21,6.72830964263602e-05
0.15,90,31,0.77,0.17,0.61,0.19,0.00024601551012587
0.15,90,32,0.79,0.19,0.65,0.22,0.00145580072354875
0.15,90,33,0.81,0.23,0.59,0.18,1.68709012714756e-05
0.15,90,34,0.8,0.17,0.65,0.2,0.000282704124477075
0.15,90,35,0.82,0.19,0.66,0.21,0.000267008445442401
0.15,90,36,0.76,0.21,0.67,0.18,0.0252857402505116
0.15,90,37,0.76,0.17,0.62,0.18,0.00114993619252837
0.15,90,38,0.85,0.24,0.66,0.19,0.000261981052247373
0.15,90,39,0.79,0.27,0.69,0.21,0.0550841344020825
0.15,90,40,0.75,0.18,0.69,0.2,0.197536711771591
0.15,90,41,0.84,0.17,0.64,0.2,2.12067566494959e-06
0.15,90,42,0.81,0.13,0.61,0.18,1.32074969920482e-07
0.15,90,43,0.76,0.22,0.66,0.2,0.0225581023645549
0.15,90,44,0.8,0.24,0.63,0.19,0.000636017328985021
0.15,90,45,0.82,0.15,0.66,0.22,4.12751289389342e-05
0.15,90,46,0.79,0.18,0.67,0.2,0.00462032006067644
0.15,90,47,0.8,0.19,0.71,0.18,0.0271718707518977
0.15,90,48,0.81,0.18,0.67,0.22,0.00134799583947313
0.15,90,49,0.81,0.18,0.68,0.21,0.00222169226413421
0.15,90,50,0.8,0.27,0.59,0.21,0.000176110130814028
0.15,90,51,0.84,0.19,0.61,0.22,9.40400135873455e-07
0.15,90,52,0.85,0.26,0.65,0.19,9.08528200889419e-05
0.15,90,53,0.77,0.19,0.63,0.2,0.00127184202476324
0.15,90,54,0.84,0.19,0.61,0.21,4.48344661405799e-07
0.15,90,55,0.81,0.19,0.65,0.17,0.000168386034735426
0.15,90,56,0.77,0.24,0.61,0.2,0.0012689109072665
0.15,90,57,0.81,0.22,0.61,0.19,0.000172430686972044
0.15,90,58,0.8,0.22,0.66,0.24,0.00392745540774374
0.15,90,59,0.79,0.19,0.67,0.23,0.0106797978580737
0.15,90,60,0.81,0.19,0.67,0.19,0.00117028133571568
0.15,90,61,0.84,0.15,0.64,0.19,3.96759379923885e-07
0.15,90,62,0.85,0.19,0.68,0.21,9.36681832057057e-05
0.15,90,63,0.79,0.21,0.64,0.21,0.00143108390817191
0.15,90,64,0.73,0.23,0.62,0.2,0.0318207735148816
0.15,90,65,0.84,0.17,0.68,0.17,0.000100902522978794
0.15,90,66,0.81,0.21,0.64,0.22,0.00272477064315696
0.15,90,67,0.79,0.24,0.68,0.21,0.0344168595054026
0.15,90,68,0.78,0.18,0.69,0.2,0.024324590701926
0.15,90,69,0.75,0.19,0.68,0.19,0.101788042892638
0.15,90,70,0.84,0.18,0.63,0.16,2.64205432721692e-07
0.15,90,71,0.81,0.17,0.64,0.17,1.15154332270567e-05
0.15,90,72,0.79,0.19,0.65,0.19,0.000455236071175806
0.15,90,73,0.85,0.14,0.64,0.19,1.03060763497835e-07
0.15,90,74,0.75,0.24,0.68,0.21,0.160479221895478
0.15,90,75,0.78,0.18,0.64,0.2,0.00148351440903955
0.15,90,76,0.79,0.21,0.66,0.22,0.00678637871848068
0.15,90,77,0.72,0.19,0.64,0.23,0.0752384862512233
0.15,90,78,0.83,0.19,0.68,0.24,0.00103913453677402
0.15,90,79,0.85,0.18,0.63,0.22,1.58452452543705e-06
0.15,90,80,0.79,0.23,0.65,0.18,0.00621580633530457
0.15,90,81,0.85,0.24,0.64,0.2,0.00012440182774046
0.15,90,82,0.86,0.2,0.64,0.18,1.16807264947924e-06
0.15,90,83,0.76,0.19,0.68,0.21,0.0504835546624683
0.15,90,84,0.82,0.21,0.65,0.2,0.00022742995722338
0.15,90,85,0.73,0.2,0.64,0.23,0.0587751046748613
0.15,90,86,0.77,0.21,0.66,0.18,0.00685903515639868
0.15,90,87,0.78,0.2,0.62,0.17,0.000240136883413599
0.15,90,88,0.85,0.18,0.7,0.18,0.000675286105608772
0.15,90,89,0.83,0.24,0.61,0.21,1.42391704727218e-05
0.15,90,90,0.79,0.23,0.64,0.21,0.00248274936621753
0.15,90,91,0.86,0.2,0.65,0.19,1.71997369221269e-05
0.15,90,92,0.79,0.2,0.59,0.2,1.09899104402487e-05
0.15,90,93,0.82,0.21,0.67,0.18,0.0010158981246974
0.15,90,94,0.78,0.23,0.64,0.21,0.00648774678200082
0.15,90,95,0.75,0.2,0.65,0.21,0.0323821768481508
0.15,90,96,0.82,0.15,0.65,0.2,1.25101432044427e-05
0.15,90,97,0.81,0.19,0.63,0.23,0.000173290493036994
0.15,90,98,0.78,0.19,0.69,0.25,0.0787961847510529
0.15,90,99,0.8,0.2,0.63,0.16,3.71260506122759e-05
0.15,90,100,0.77,0.18,0.66,0.2,0.00962803036670353
0.15,100,1,0.78,0.18,0.65,0.19,0.000798786907060741
0.15,100,2,0.8,0.19,0.65,0.18,0.000147635377127706
0.15,100,3,0.78,0.25,0.7,0.21,0.140443361661013
0.15,100,4,0.78,0.21,0.64,0.2,0.00170876741264509
0.15,100,5,0.77,0.17,0.65,0.2,0.00150920948312262
0.15,100,6,0.82,0.21,0.64,0.22,3.59892697813225e-05
0.15,100,7,0.82,0.22,0.67,0.2,0.000836316645628236
0.15,100,8,0.72,0.21,0.66,0.19,0.163984252381697
0.15,100,9,0.85,0.18,0.64,0.19,3.4597818089646e-07
0.15,100,10,0.82,0.22,0.67,0.21,0.0016362505696874
0.15,100,11,0.8,0.2,0.67,0.2,0.00293582528995957
0.15,100,12,0.79,0.2,0.62,0.2,7.59647689947605e-05
0.15,100,13,0.9,0.17,0.67,0.21,2.33998780492016e-06
0.15,100,14,0.76,0.2,0.7,0.22,0.21727110762163
0.15,100,15,0.76,0.2,0.71,0.18,0.154988412160842
0.15,100,16,0.76,0.19,0.62,0.18,0.000225584326848836
0.15,100,17,0.81,0.19,0.61,0.21,4.89404933626389e-06
0.15,100,18,0.79,0.25,0.66,0.2,0.0082928535115221
0.15,100,19,0.77,0.19,0.61,0.19,0.000107617188145258
0.15,100,20,0.78,0.18,0.65,0.22,0.00188218289436711
0.15,100,21,0.8,0.22,0.67,0.19,0.00518560547752767
0.15,100,22,0.76,0.15,0.61,0.2,0.000157972075523966
0.15,100,23,0.87,0.21,0.68,0.19,1.39764815672238e-05
0.15,100,24,0.79,0.18,0.64,0.18,0.000116045321641294
0.15,100,25,0.77,0.18,0.64,0.22,0.00147816834064973
0.15,100,26,0.82,0.22,0.66,0.18,0.000313013035726768
0.15,100,27,0.78,0.21,0.68,0.22,0.0186306463313997
0.15,100,28,0.76,0.26,0.66,0.23,0.0340586541607596
0.15,100,29,0.74,0.2,0.65,0.21,0.049084675278971
0.15,100,30,0.83,0.18,0.63,0.18,2.39071614103792e-06
0.15,100,31,0.77,0.19,0.6,0.19,2.95138587155008e-05
0.15,100,32,0.81,0.19,0.7,0.18,0.00574507480640813
0.15,100,33,0.73,0.22,0.62,0.17,0.00645665319169413
0.15,100,34,0.78,0.18,0.64,0.25,0.00101137949140481
0.15,100,35,0.83,0.21,0.64,0.19,2.00562153402605e-05
0.15,100,36,0.83,0.22,0.7,0.21,0.00468953618556855
0.15,100,37,0.89,0.17,0.67,0.2,1.21128513192854e-06
0.15,100,38,0.84,0.2,0.66,0.19,4.28318084968117e-05
0.15,100,39,0.77,0.23,0.69,0.23,0.0865795264338802
0.15,100,40,0.77,0.2,0.64,0.19,0.00168820177509276
0.15,100,41,0.77,0.16,0.62,0.21,9.86113838258259e-05
0.15,100,42,0.76,0.18,0.62,0.2,0.000309863504542418
0.15,100,43,0.75,0.18,0.73,0.19,0.589643738408036
0.15,100,44,0.77,0.2,0.62,0.24,0.000480988710094266
0.15,100,45,0.82,0.2,0.63,0.17,4.31115982963579e-06
0.15,100,46,0.83,0.19,0.61,0.21,3.12282807736681e-07
0.15,100,47,0.77,0.23,0.67,0.2,0.032894198344468
0.15,100,48,0.81,0.23,0.64,0.19,0.000172644736781301
0.15,100,49,0.78,0.17,0.63,0.21,0.000183337086451787
0.15,100,50,0.82,0.24,0.61,0.19,1.84541254773155e-05
0.15,100,51,0.81,0.19,0.67,0.19,0.000222833929971984
0.15,100,52,0.77,0.21,0.64,0.2,0.00215018711815224
0.15,100,53,0.83,0.2,0.63,0.18,2.36466160202953e-06
0.15,100,54,0.84,0.21,0.68,0.22,0.000537367659926202
0.15,100,55,0.83,0.18,0.66,0.19,1.19544671553914e-05
0.15,100,56,0.84,0.23,0.66,0.17,6.28820656765728e-05
0.15,100,57,0.79,0.16,0.67,0.2,0.0026551269194577
0.15,100,58,0.75,0.17,0.64,0.18,0.00318644249379505
0.15,100,59,0.85,0.22,0.61,0.23,1.91902398866678e-06
0.15,100,60,0.79,0.24,0.64,0.19,0.00188803798437733
0.15,100,61,0.76,0.21,0.64,0.2,0.00875565574749405
0.15,100,62,0.83,0.21,0.64,0.19,8.18246499600285e-06
0.15,100,63,0.84,0.17,0.68,0.21,9.22746049168671e-05
0.15,100,64,0.83,0.2,0.68,0.18,0.000322602007108061
0.15,100,65,0.81,0.16,0.63,0.18,6.56602630305171e-07
0.15,100,66,0.84,0.23,0.63,0.17,1.902195743316e-06
0.15,100,67,0.85,0.17,0.64,0.2,1.44977644523305e-07
0.15,100,68,0.8,0.21,0.64,0.21,0.000424996715967531
0.15,100,69,0.8,0.17,0.67,0.17,0.000314881700463518
0.15,100,70,0.83,0.23,0.65,0.19,7.30746028010888e-05
0.15,100,71,0.74,0.24,0.65,0.2,0.0508429527840898
0.15,100,72,0.79,0.21,0.64,0.19,0.000295082012853756
0.15,100,73,0.81,0.22,0.64,0.21,0.000771503623192849
0.15,100,74,0.8,0.23,0.64,0.2,0.0010785903888513
0.15,100,75,0.8,0.21,0.67,0.2,0.00505644525654429
0.15,100,76,0.84,0.15,0.68,0.22,4.2510643322258e-05
0.15,100,77,0.8,0.21,0.65,0.21,0.00106255135920235
0.15,100,78,0.87,0.19,0.67,0.21,3.72727762251624e-06
0.15,100,79,0.78,0.2,0.65,0.2,0.00116311550254321
0.15,100,80,0.8,0.22,0.69,0.2,0.0121395976944747
0.15,100,81,0.79,0.23,0.63,0.23,0.000747474407175384
0.15,100,82,0.8,0.19,0.64,0.21,0.000112832011919465
0.15,100,83,0.74,0.21,0.73,0.22,0.799043780977278
0.15,100,84,0.81,0.22,0.68,0.18,0.00247192656050054
0.15,100,85,0.81,0.2,0.7,0.21,0.00766330748784467
0.15,100,86,0.82,0.15,0.64,0.18,3.01289458047109e-07
0.15,100,87,0.78,0.2,0.67,0.19,0.00761506938222006
0.15,100,88,0.81,0.2,0.66,0.21,0.00061622244593273
0.15,100,89,0.85,0.2,0.67,0.21,1.32706023220924e-05
0.15,100,90,0.83,0.16,0.66,0.2,7.72868770463104e-06
0.15,100,91,0.8,0.18,0.68,0.21,0.00638573020892074
0.15,100,92,0.82,0.21,0.64,0.21,0.000238101520345147
0.15,100,93,0.86,0.19,0.68,0.21,3.10380840196612e-05
0.15,100,94,0.79,0.19,0.65,0.23,0.00222987734818423
0.15,100,95,0.81,0.19,0.66,0.22,0.000889137410103444
0.15,100,96,0.82,0.2,0.62,0.21,2.40971069163991e-06
0.15,100,97,0.79,0.22,0.7,0.18,0.0330435476796467
0.15,100,98,0.78,0.18,0.68,0.2,0.00684672707930702
0.15,100,99,0.83,0.17,0.66,0.2,1.22840599114301e-05
0.15,100,100,0.82,0.23,0.64,0.21,0.000189651051594392
0.16,40,1,0.83,0.17,0.57,0.17,0.000573198973107016
0.16,40,2,0.77,0.18,0.72,0.3,0.479396124922457
0.16,40,3,0.71,0.19,0.6,0.25,0.121080359909223
0.16,40,4,0.74,0.17,0.6,0.2,0.0242502146831704
0.16,40,5,0.85,0.25,0.63,0.22,0.0322403823505757
0.16,40,6,0.75,0.13,0.69,0.18,0.247898037197494
0.16,40,7,0.8,0.18,0.68,0.21,0.0637132070616148
0.16,40,8,0.8,0.2,0.66,0.15,0.0159423711709684
0.16,40,9,0.83,0.27,0.64,0.23,0.0330858078136669
0.16,40,10,0.76,0.23,0.6,0.19,0.0281485342851707
0.16,40,11,0.75,0.21,0.6,0.21,0.075363070790694
0.16,40,12,0.86,0.18,0.66,0.21,0.00372651019604998
0.16,40,13,0.82,0.18,0.71,0.2,0.0866479692614264
0.16,40,14,0.79,0.22,0.62,0.24,0.0298300560376832
0.16,40,15,0.84,0.16,0.71,0.2,0.0361042557246315
0.16,40,16,0.86,0.2,0.66,0.21,0.003744644719805
0.16,40,17,0.84,0.25,0.65,0.21,0.0182458690213206
0.16,40,18,0.74,0.13,0.67,0.17,0.122619517401179
0.16,40,19,0.89,0.15,0.6,0.21,1.60225537335986e-05
0.16,40,20,0.7,0.16,0.63,0.15,0.153135507718646
0.16,40,21,0.79,0.24,0.57,0.17,0.00224771794707132
0.16,40,22,0.77,0.19,0.63,0.2,0.0459212298240696
0.16,40,23,0.75,0.2,0.63,0.25,0.116127646643267
0.16,40,24,0.89,0.18,0.64,0.21,0.000365126343508374
0.16,40,25,0.8,0.2,0.59,0.19,0.00444078718842189
0.16,40,26,0.74,0.15,0.67,0.19,0.363427385901408
0.16,40,27,0.83,0.28,0.69,0.23,0.137577541026268
0.16,40,28,0.7,0.23,0.69,0.17,0.954433988792502
0.16,40,29,0.75,0.19,0.64,0.18,0.0832862244284594
0.16,40,30,0.83,0.14,0.67,0.18,0.00338852630644959
0.16,40,31,0.81,0.26,0.63,0.22,0.0306952011078766
0.16,40,32,0.91,0.18,0.7,0.2,0.00110899003822577
0.16,40,33,0.82,0.18,0.63,0.24,0.00811743789044795
0.16,40,34,0.74,0.2,0.56,0.21,0.0255695658337103
0.16,40,35,0.75,0.18,0.68,0.2,0.298961077514551
0.16,40,36,0.88,0.18,0.58,0.2,1.74812130504615e-05
0.16,40,37,0.69,0.21,0.65,0.23,0.669796181942847
0.16,40,38,0.8,0.25,0.65,0.22,0.0662512072953102
0.16,40,39,0.71,0.22,0.66,0.16,0.415274233039749
0.16,40,40,0.79,0.2,0.6,0.2,0.00756391935422633
0.16,40,41,0.82,0.16,0.62,0.23,0.00277156322017935
0.16,40,42,0.83,0.25,0.63,0.24,0.0164715236746929
0.16,40,43,0.79,0.12,0.65,0.15,0.00373534463183859
0.16,40,44,0.87,0.14,0.68,0.15,0.000792919394133566
0.16,40,45,0.74,0.22,0.54,0.16,0.0160266621190403
0.16,40,46,0.79,0.19,0.58,0.24,0.00413650558317097
0.16,40,47,0.83,0.21,0.6,0.2,0.00125363105946892
0.16,40,48,0.78,0.17,0.6,0.19,0.00419033144619869
0.16,40,49,0.79,0.15,0.62,0.14,0.000770209164596167
0.16,40,50,0.78,0.22,0.63,0.22,0.0406507845422319
0.16,40,51,0.78,0.16,0.61,0.2,0.00753891213479509
